number,Locality,Latin_Binomial,genus,Family,Trunk.diameter..cm.,Total.height..m.,Dry.weight.branch..kg.,Dry.weight.trunk..kg.,Dry.weight.leaf..kg.,Dry.total.AGB..kg.,Wood.specific.gravity,wsg.taxolevel,wsg.comment,f,taxolevel,,
2257,Madagascar1,Eugenia_bernieri,Eugenia,Myrtaceae,15,11.3,8.01,33.11,9.99,51.11,0.54,species,original.values,0.0371,species,,
2258,Madagascar1,Eugenia_bernieri,Eugenia,Myrtaceae,31.3,28.2,95.83,376.18,73.89,545.89,0.55,species,original.values,0.0358,species,,
2259,Madagascar1,Eugenia_emirnensis,Eugenia,Myrtaceae,15.7,13.6,12.94,61.86,17.50,92.30,0.54,species,original.values,0.0511,species,,
2260,Madagascar1,Eugenia_emirnensis,Eugenia,Myrtaceae,30.4,25.8,73.15,783.77,14.54,871.46,0.58,species,original.values,0.0631,species,,
2261,Madagascar1,Eugenia_sp,Eugenia,Myrtaceae,45.3,27.4,656.62,946.25,93.78,1696.65,0.65,species,original.values,0.0462,genus,,
2262,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,14.4,14.5,12.71,80.51,29.03,122.25,0.76,species,original.values,0.0535,species,,
2263,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,14.4,14.6,27.63,87.05,44.97,159.64,0.77,species,original.values,0.0683,species,,
2264,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,15.4,18.0,15.13,130.02,29.29,174.44,0.80,species,original.values,0.0511,species,,
2265,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,34,26.7,721.16,365.64,157.76,1244.57,0.77,species,original.values,0.0525,species,,
2266,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,34,18.6,492.13,458.52,391.43,1342.08,0.67,species,original.values,0.0931,species,,
2267,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,35.4,20.8,377.36,319.40,160.88,857.64,0.76,species,original.values,0.0431,species,,
2268,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,44,30.2,610.24,1413.59,240.54,2264.37,0.80,species,original.values,0.0485,species,,
2269,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,45.6,31.7,927.32,1102.34,291.81,2321.47,0.81,species,original.values,0.0434,species,,
2270,Madagascar1,Mammea_bongo,Mammea,Calophyllaceae,54,32.4,929.14,2371.75,410.19,3711.08,0.77,species,original.values,0.0509,species,,
2271,Madagascar1,Noronhia_linocerioides,Noronhia,Oleaceae,10.2,9.6,9.39,25.94,8.19,43.51,0.80,species,original.values,0.0546,species,,
2272,Madagascar1,Noronhia_linocerioides,Noronhia,Oleaceae,10.9,14.0,5.85,47.66,6.20,59.71,0.83,species,original.values,0.0433,species,,
2273,Madagascar1,Noronhia_linocerioides,Noronhia,Oleaceae,14.5,16.9,20.89,90.94,29.32,141.15,0.80,species,original.values,0.0497,species,,
2274,Madagascar1,Noronhia_linocerioides,Noronhia,Oleaceae,27.5,25.6,114.66,381.38,23.56,519.60,0.79,species,original.values,0.0340,species,,
2275,Madagascar1,Noronhia_linocerioides,Noronhia,Oleaceae,32.1,20.9,132.02,471.10,33.54,636.66,0.71,species,original.values,0.0418,species,,
2276,Madagascar1,Oncostemum_sp,Oncostemum,Primulaceae,12.4,11.2,3.61,39.30,3.61,46.52,0.52,species,original.values,0.0523,genus,,
2277,Madagascar1,Oncostemum_sp,Oncostemum,Primulaceae,16.6,14.1,5.06,52.33,1.55,58.93,0.46,species,original.values,0.0329,genus,,
2278,Madagascar1,Oncostemum_sp,Oncostemum,Primulaceae,19.7,12.6,60.64,56.44,18.13,135.21,0.54,species,original.values,0.0517,genus,,
2279,Madagascar1,Oncostemum_sp,Oncostemum,Primulaceae,23.2,10.5,84.53,21.40,7.01,112.95,0.53,species,original.values,0.0379,genus,,
2280,Madagascar1,Rhus_taratana,Rhus,Anacardiaceae,30.1,20.0,63.92,234.20,70.18,368.30,0.59,species,original.values,0.0346,species,,
2281,Madagascar1,Tisonia_coriacea,Tisonia,Salicaceae,26,20.1,258.81,273.23,90.62,622.66,0.75,species,original.values,0.0610,species,,
2282,Madagascar1,Trophis_montana,Trophis,Moraceae,15.1,12.5,34.03,44.88,16.21,95.12,0.56,species,original.values,0.0594,species,,
2283,Madagascar1,Trophis_montana,Trophis,Moraceae,15.8,17.8,23.06,64.69,16.17,103.93,0.58,species,original.values,0.0401,species,,
2284,Madagascar1,Trophis_montana,Trophis,Moraceae,27,13.2,74.88,163.46,69.08,307.42,0.68,species,original.values,0.0467,species,,
2285,Madagascar1,Trophis_montana,Trophis,Moraceae,28.3,15.1,156.87,246.65,164.82,568.34,0.65,species,original.values,0.0724,species,,
2286,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,8.598726115,11.0,4.73,13.52,1.35,19.60,0.66,species,original.values,0.0363,genus,,
2287,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,8.598726115,10.2,2.29,15.35,0.98,18.61,0.61,species,original.values,0.0402,genus,,
2288,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,9.554140127,11.0,3.34,22.67,2.60,28.62,0.66,species,original.values,0.0434,genus,,
2289,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,16.87898089,13.0,33.04,68.68,12.63,114.36,0.68,species,original.values,0.0457,genus,,
2290,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,19.10828025,12.0,26.90,166.11,14.12,207.14,0.67,species,original.values,0.0700,genus,,
2291,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,19.10828025,10.5,82.33,73.92,30.01,186.25,0.67,species,original.values,0.0727,genus,,
2292,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,28.66242038,12.0,140.42,274.23,41.46,456.11,0.68,species,original.values,0.0683,genus,,
2293,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,28.66242038,11.0,201.35,308.69,72.04,582.09,0.68,species,original.values,0.0941,genus,,
2294,Madagascar2,Calophyllum_sp,Calophyllum,Calophyllaceae,29.93630573,11.0,180.18,291.60,74.28,546.06,0.68,species,original.values,0.0816,genus,,
2295,Madagascar2,Campylospermum_sp,Campylospermum,Ochnaceae,6.369426752,7.8,3.18,11.92,0.60,15.70,0.80,species,original.values,0.0622,genus,,
2296,Madagascar2,Campylospermum_sp,Campylospermum,Ochnaceae,7.006369427,7.2,5.18,12.96,4.30,22.44,0.79,species,original.values,0.0804,genus,,
2297,Madagascar2,Campylospermum_sp,Campylospermum,Ochnaceae,9.554140127,12.0,11.79,42.99,7.28,62.06,0.76,species,original.values,0.0742,genus,,
2298,Madagascar2,Campylospermum_sp,Campylospermum,Ochnaceae,14.64968153,12.5,23.84,68.97,17.16,109.97,0.73,species,original.values,0.0561,genus,,
2299,Madagascar2,Campylospermum_sp,Campylospermum,Ochnaceae,16.56050955,16.6,26.72,153.76,16.91,197.39,0.80,species,original.values,0.0539,genus,,
2300,Madagascar2,Campylospermum_sp,Campylospermum,Ochnaceae,28.66242038,14.0,115.66,353.08,42.98,511.72,0.76,species,original.values,0.0582,genus,,
2301,Madagascar2,Canarium_sp,Canarium,Burseraceae,8.598726115,7.7,8.59,12.19,1.39,22.16,0.42,species,original.values,0.0920,genus,,
2302,Madagascar2,Canarium_sp,Canarium,Burseraceae,8.917197452,7.2,27.28,13.52,2.70,43.50,0.43,species,original.values,0.1762,genus,,
2303,Madagascar2,Canarium_sp,Canarium,Burseraceae,9.23566879,6.3,5.18,12.20,2.13,19.52,0.51,species,original.values,0.0715,genus,,
2304,Madagascar2,Canarium_sp,Canarium,Burseraceae,15.92356688,9.3,41.12,32.41,11.61,85.14,0.43,species,original.values,0.0831,genus,,
2305,Madagascar2,Canarium_sp,Canarium,Burseraceae,17.8343949,9.2,21.23,46.00,6.72,73.96,0.36,species,original.values,0.0708,genus,,
2306,Madagascar2,Canarium_sp,Canarium,Burseraceae,19.10828025,11.7,14.61,62.10,2.44,79.15,0.45,species,original.values,0.0409,genus,,
2307,Madagascar2,Canarium_sp,Canarium,Burseraceae,28.02547771,13.0,49.27,150.60,17.35,217.22,0.54,species,original.values,0.0392,genus,,
2308,Madagascar2,Canarium_sp,Canarium,Burseraceae,30.57324841,15.5,78.51,234.53,14.58,327.62,0.55,species,original.values,0.0412,genus,,
2309,Madagascar2,Canarium_sp,Canarium,Burseraceae,35.03184713,15.0,156.65,625.02,14.35,796.02,0.55,species,original.values,0.0781,genus,,
2310,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,8.598726115,7.2,3.38,19.90,14.27,37.55,0.50,species,original.values,0.1414,genus,,
2311,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,9.554140127,10.3,3.67,17.73,6.12,27.52,0.47,species,original.values,0.0629,genus,,
2312,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,9.554140127,10.0,2.41,19.27,4.47,26.15,0.39,species,original.values,0.0738,genus,,
2313,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,15.92356688,13.2,26.56,83.48,16.44,126.48,0.58,species,original.values,0.0649,genus,,
2314,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,16.24203822,11.3,7.16,65.51,3.58,76.25,0.59,species,original.values,0.0436,genus,,
2315,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,18.15286624,8.0,24.67,46.04,8.43,79.14,0.48,species,original.values,0.0626,genus,,
2316,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,24.84076433,14.0,52.06,148.78,18.63,219.47,0.62,species,original.values,0.0407,genus,,
2317,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,28.98089172,16.4,138.63,290.24,76.51,505.38,0.54,species,original.values,0.0675,genus,,
2318,Madagascar2,Cryptocarya_sp,Cryptocarya,Lauraceae,31.84713376,15.7,231.89,518.54,78.08,828.51,0.54,species,original.values,0.0970,genus,,
2319,Madagascar2,Drypetes_sp,Drypetes,Putranjivaceae,7.961783439,6.6,10.57,10.57,3.52,24.67,0.70,species,original.values,0.0837,genus,,
2320,Madagascar2,Drypetes_sp,Drypetes,Putranjivaceae,9.23566879,6.0,7.48,16.82,5.30,29.60,0.73,species,original.values,0.0797,genus,,
2321,Madagascar2,Drypetes_sp,Drypetes,Putranjivaceae,9.554140127,7.0,11.26,20.58,6.75,38.59,0.74,species,original.values,0.0822,genus,,
2322,Madagascar2,Drypetes_sp,Drypetes,Putranjivaceae,14.96815287,9.2,27.96,44.87,16.26,89.09,0.72,species,original.values,0.0601,genus,,
2323,Madagascar2,Drypetes_sp,Drypetes,Putranjivaceae,17.19745223,10.0,25.23,66.57,8.05,99.86,0.57,species,original.values,0.0595,genus,,
2324,Madagascar2,Drypetes_sp,Drypetes,Putranjivaceae,19.10828025,8.8,36.47,51.40,14.59,102.45,0.73,species,original.values,0.0436,genus,,
2325,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,7.643312102,7.5,2.71,10.10,2.83,15.64,0.47,species,original.values,0.0767,genus,,
2326,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,7.643312102,8.0,10.53,16.17,2.82,29.52,0.72,species,original.values,0.0876,genus,,
2327,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,9.554140127,12.6,3.57,31.39,4.99,39.95,0.73,species,original.values,0.0475,genus,,
2328,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,17.51592357,11.0,57.56,124.59,41.34,223.50,0.81,species,original.values,0.0823,genus,,
2329,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,19.10828025,16.0,66.16,128.84,29.44,224.44,0.64,species,original.values,0.0604,genus,,
2330,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,19.10828025,12.0,38.77,157.71,14.49,210.98,0.70,species,original.values,0.0684,genus,,
2331,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,28.66242038,14.2,144.58,421.17,40.69,606.45,0.66,species,original.values,0.0783,genus,,
2332,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,28.98089172,11.0,160.41,342.67,78.17,581.25,0.78,species,original.values,0.0807,genus,,
2333,Madagascar2,Eugenia_sp,Eugenia,Myrtaceae,30.25477707,22.0,119.44,542.64,20.06,682.14,0.62,species,original.values,0.0548,genus,,
2334,Madagascar2,Macaranga_sp,Macaranga,Euphorbiaceae,9.23566879,10.0,7.88,20.78,7.52,36.19,0.42,species,original.values,0.1005,genus,,
2335,Madagascar2,Macaranga_sp,Macaranga,Euphorbiaceae,9.554140127,9.2,5.99,17.08,5.09,28.16,0.44,species,original.values,0.0766,genus,,
2336,Madagascar2,Macaranga_sp,Macaranga,Euphorbiaceae,9.554140127,10.0,3.15,15.74,3.46,22.35,0.31,species,original.values,0.0784,genus,,
2337,Madagascar2,Macaranga_sp,Macaranga,Euphorbiaceae,15.60509554,9.0,25.78,29.05,15.98,70.81,0.39,species,original.values,0.0831,genus,,
2338,Madagascar2,Macaranga_sp,Macaranga,Euphorbiaceae,15.92356688,11.0,13.05,51.23,12.73,77.01,0.39,species,original.values,0.0710,genus,,
2339,Madagascar2,Macaranga_sp,Macaranga,Euphorbiaceae,18.15286624,9.9,29.96,48.48,3.27,81.70,0.46,species,original.values,0.0544,genus,,
2340,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,8.280254777,8.5,4.50,11.25,3.21,18.96,0.54,species,original.values,0.0602,genus,,
2341,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,8.598726115,9.0,6.12,11.60,4.19,21.91,0.52,species,original.values,0.0629,genus,,
2342,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,8.598726115,11.2,2.87,32.67,4.31,39.85,0.59,species,original.values,0.0822,genus,,
2343,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,15.92356688,11.0,62.91,128.80,16.75,208.47,0.67,species,original.values,0.1112,genus,,
2344,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,16.87898089,10.5,38.84,106.35,27.13,172.32,0.66,species,original.values,0.0877,genus,,
2345,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,19.10828025,10.8,12.10,78.16,4.84,95.10,0.61,species,original.values,0.0392,genus,,
2346,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,28.34394904,14.0,19.98,218.84,15.61,254.42,0.65,species,original.values,0.0350,genus,,
2347,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,29.61783439,12.0,183.71,303.14,35.52,522.37,0.56,species,original.values,0.0880,genus,,
2348,Madagascar2,Ocotea_sp,Ocotea,Lauraceae,30.89171975,18.0,51.02,361.63,62.05,474.71,0.62,species,original.values,0.0445,genus,,
2349,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,6.369426752,11.4,0.00,12.08,0.28,12.37,0.44,species,original.values,0.0610,genus,,
2350,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,9.554140127,11.0,8.18,14.94,0.71,23.84,0.54,species,original.values,0.0441,genus,,
2351,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,9.554140127,10.0,9.18,19.09,1.65,29.92,0.52,species,original.values,0.0627,genus,,
2352,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,18.47133758,14.0,32.24,110.85,9.54,152.63,0.49,species,original.values,0.0656,genus,,
2353,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,18.47133758,9.0,55.21,60.98,12.20,128.39,0.53,species,original.values,0.0793,genus,,
2354,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,18.47133758,8.5,73.57,79.93,15.21,168.71,0.55,species,original.values,0.1054,genus,,
2355,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,28.66242038,11.0,113.74,159.85,34.16,307.75,0.53,species,original.values,0.0647,genus,,
2356,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,31.84713376,12.0,157.07,162.03,24.76,343.86,0.47,species,original.values,0.0595,genus,,
2357,Madagascar2,Schefflera_sp,Schefflera,Araliaceae,31.84713376,11.0,111.57,299.26,16.41,427.23,0.51,species,original.values,0.0754,genus,,
2358,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,7.006369427,6.4,1.79,15.02,1.79,18.60,0.67,species,original.values,0.0883,genus,,
2359,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,9.554140127,8.5,3.18,23.70,4.60,31.48,0.62,species,original.values,0.0651,genus,,
2360,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,9.554140127,9.0,6.86,26.01,7.22,40.10,0.71,species,original.values,0.0686,genus,,
2361,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,15.92356688,10.5,13.37,67.19,3.75,84.32,0.58,species,original.values,0.0546,genus,,
2362,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,16.56050955,8.4,16.60,71.53,22.64,110.77,0.68,species,original.values,0.0711,genus,,
2363,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,19.10828025,16.0,113.80,203.20,42.29,359.29,0.60,species,original.values,0.1031,genus,,
2364,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,28.66242038,15.5,147.24,338.10,56.24,541.58,0.68,species,original.values,0.0628,genus,,
2365,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,28.98089172,19.0,55.23,449.26,31.88,536.38,0.55,species,original.values,0.0614,genus,,
2366,Madagascar2,Symphonia_sp,Symphonia,Clusiaceae,29.61783439,18.0,107.29,417.86,69.93,595.09,0.73,species,original.values,0.0517,genus,,
2367,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,7.006369427,8.3,2.21,14.72,4.42,21.34,0.70,species,original.values,0.0751,genus,,
2368,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,8.917197452,8.0,8.21,10.76,3.40,22.36,0.54,species,original.values,0.0650,genus,,
2369,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,9.554140127,12.1,3.97,33.95,5.78,43.70,0.69,species,original.values,0.0575,genus,,
2370,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,16.87898089,8.0,37.63,69.66,7.45,114.74,0.67,species,original.values,0.0757,genus,,
2371,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,19.10828025,10.4,36.29,83.10,7.26,126.64,0.67,species,original.values,0.0496,genus,,
2372,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,19.10828025,10.5,34.32,87.18,4.46,125.97,0.61,species,original.values,0.0540,genus,,
2373,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,28.66242038,13.8,54.17,681.52,21.95,757.63,0.68,species,original.values,0.0988,genus,,
2374,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,28.98089172,6.5,116.47,76.77,15.41,208.65,0.56,species,original.values,0.0684,genus,,
2375,Madagascar2,Weinmannia_sp,Weinmannia,Cunoniaceae,31.84713376,8.3,174.64,163.45,32.32,370.41,0.66,species,original.values,0.0667,genus,,
2376,Madagascar3,Albizia_mahalao,Albizia,Fabaceae,5.252113122,4.4,3.58,2.87,NA,6.45,0.53,species,original.values,0.1010,species,,
2377,Madagascar3,Albizia_mahalao,Albizia,Fabaceae,8.403380995,5.7,7.65,9.77,NA,17.42,0.56,species,original.values,0.0782,species,,
2378,Madagascar3,Albizia_tulearensis,Albizia,Fabaceae,5.920563883,5.7,3.15,3.95,NA,7.09,0.54,species,original.values,0.0652,species,,
2379,Madagascar3,Albizia_tulearensis,Albizia,Fabaceae,6.811831564,6.7,4.47,4.95,NA,9.42,0.52,species,original.values,0.0584,species,,
2380,Madagascar3,Albizia_tulearensis,Albizia,Fabaceae,10.18591636,7.7,12.17,18.19,NA,30.37,0.57,species,original.values,0.0664,species,,
2381,Madagascar3,Albizia_tulearensis,Albizia,Fabaceae,10.56788822,5.9,12.38,15.01,NA,27.39,0.59,species,original.values,0.0710,species,,
2382,Madagascar3,Albizia_tulearensis,Albizia,Fabaceae,12.28676161,5.3,23.86,9.99,NA,33.85,0.51,species,original.values,0.0827,species,,
2383,Madagascar3,Alluaudia_dumosa,Alluaudia,Didiereaceae,5.856901906,3.4,NA,NA,NA,7.63,0.39,species,original.values,0.1679,species,,
2384,Madagascar3,Alluaudia_dumosa,Alluaudia,Didiereaceae,7.639437268,3.8,NA,NA,NA,15.00,0.42,species,original.values,0.1614,species,,
2385,Madagascar3,Alluaudia_dumosa,Alluaudia,Didiereaceae,23.55493158,7.3,NA,NA,NA,175.59,0.43,species,original.values,0.1022,species,,
2386,Madagascar3,Alluaudia_procera,Alluaudia,Didiereaceae,5.092958179,3.5,NA,NA,NA,1.26,0.20,species,original.values,0.0688,species,,
2387,Madagascar3,Alluaudia_procera,Alluaudia,Didiereaceae,6.047887837,3.4,NA,NA,NA,1.68,0.27,species,original.values,0.0503,species,,
2388,Madagascar3,Alluaudia_procera,Alluaudia,Didiereaceae,8.912676813,6.8,NA,NA,NA,8.55,0.26,species,original.values,0.0618,species,,
2389,Madagascar3,Alluaudia_procera,Alluaudia,Didiereaceae,9.230986699,7.2,NA,NA,NA,8.35,0.27,species,original.values,0.0501,species,,
2390,Madagascar3,Alluaudia_procera,Alluaudia,Didiereaceae,13.68732511,7.9,NA,NA,NA,24.16,0.27,species,original.values,0.0597,species,,
2391,Madagascar3,Alluaudia_procera,Alluaudia,Didiereaceae,14.96056465,7.5,NA,NA,NA,24.23,0.26,species,original.values,0.0551,species,,
2392,Madagascar3,Cedrelopsis_grevei,Cedrelopsis,Meliaceae,5.188451145,5.3,5.06,3.62,NA,8.68,0.74,species,original.values,0.0823,species,,
2393,Madagascar3,Cedrelopsis_grevei,Cedrelopsis,Meliaceae,5.315775099,5.8,4.38,3.56,NA,7.94,0.74,species,original.values,0.0651,species,,
2394,Madagascar3,Cedrelopsis_grevei,Cedrelopsis,Meliaceae,5.729577951,5.1,6.84,4.72,NA,11.56,0.73,species,original.values,0.0950,species,,
2395,Madagascar3,Cedrelopsis_grevei,Cedrelopsis,Meliaceae,7.957747155,6.1,18.42,11.73,NA,30.15,0.80,species,original.values,0.0972,species,,
2396,Madagascar3,Cedrelopsis_grevei,Cedrelopsis,Meliaceae,10.18591636,7.4,29.34,22.09,NA,51.43,0.79,species,original.values,0.0843,species,,
2397,Madagascar3,Cedrelopsis_grevei,Cedrelopsis,Meliaceae,12.25493062,8.2,62.62,36.82,NA,99.45,0.79,species,original.values,0.1020,species,,
2398,Madagascar3,Commiphora_lamii,Commiphora,Burseraceae,8.276057041,5.8,0.74,7.26,NA,8.00,0.30,species,original.values,0.0676,species,,
2399,Madagascar3,Commiphora_lamii,Commiphora,Burseraceae,19.51239602,7.9,8.99,42.13,NA,51.12,0.30,species,original.values,0.0561,species,,
2400,Madagascar3,Commiphora_simplicifolia,Commiphora,Burseraceae,5.793239929,4.0,1.28,1.69,NA,2.97,0.24,species,original.values,0.0937,species,,
2401,Madagascar3,Commiphora_simplicifolia,Commiphora,Burseraceae,6.716338598,3.9,0.49,2.18,NA,2.67,0.23,species,original.values,0.0649,species,,
2402,Madagascar3,Commiphora_simplicifolia,Commiphora,Burseraceae,10.02676141,5.0,7.78,4.88,NA,12.66,0.20,species,original.values,0.1267,species,,
2403,Madagascar3,Commiphora_simplicifolia,Commiphora,Burseraceae,11.77746579,4.1,7.73,5.50,NA,13.24,0.21,species,original.values,0.1086,species,,
2404,Madagascar3,Commiphora_simplicifolia,Commiphora,Burseraceae,12.95521237,4.7,2.74,10.61,NA,13.35,0.25,species,original.values,0.0677,species,,
2405,Madagascar3,Croton_sp,Croton,Euphorbiaceae,5.156620156,5.0,3.68,3.96,NA,7.64,0.85,species,original.values,0.0676,genus,,
2406,Madagascar3,Croton_sp,Croton,Euphorbiaceae,5.252113122,4.3,4.66,2.31,NA,6.97,0.86,species,original.values,0.0684,genus,,
2407,Madagascar3,Croton_sp,Croton,Euphorbiaceae,5.252113122,5.2,8.29,4.04,NA,12.32,0.89,species,original.values,0.0964,genus,,
2408,Madagascar3,Croton_sp,Croton,Euphorbiaceae,5.888732894,4.6,12.20,4.49,NA,16.69,0.88,species,original.values,0.1186,genus,,
2409,Madagascar3,Croton_sp,Croton,Euphorbiaceae,6.525352667,4.9,7.06,4.80,NA,11.86,0.86,species,original.values,0.0664,genus,,
2410,Madagascar3,Dichrostachys_dumetaria,Dichrostachys,Fabaceae,5.188451145,4.8,8.52,2.79,NA,11.32,0.82,species,original.values,0.1071,species,,
2411,Madagascar3,Dichrostachys_dumetaria,Dichrostachys,Fabaceae,5.729577951,3.5,5.72,5.38,NA,11.11,0.85,species,original.values,0.1132,species,,
2412,Madagascar3,Dichrostachys_dumetaria,Dichrostachys,Fabaceae,13.05070533,4.4,22.66,9.89,NA,32.55,0.82,species,original.values,0.0533,species,,
2413,Madagascar3,Diospyros_humbertiana,Diospyros,Ebenaceae,5.888732894,4.5,7.15,4.64,NA,11.79,0.89,species,original.values,0.0845,species,,
2414,Madagascar3,Diospyros_humbertiana,Diospyros,Ebenaceae,6.939155519,3.7,11.36,3.86,NA,15.23,0.80,species,original.values,0.1069,species,,
2415,Madagascar3,Diospyros_humbertiana,Diospyros,Ebenaceae,7.480282325,5.6,5.01,10.91,NA,15.92,0.71,species,original.values,0.0716,species,,
2416,Madagascar3,Diospyros_manampetsae,Diospyros,Ebenaceae,7.161972439,4.2,5.00,5.42,NA,10.42,0.78,species,original.values,0.0625,species,,
2417,Madagascar3,Euphorbia_laro,Euphorbia,Euphorbiaceae,6.366197724,3.4,9.78,2.84,NA,12.62,0.46,species,original.values,0.2019,species,,
2418,Madagascar3,Euphorbia_laro,Euphorbia,Euphorbiaceae,12.41408556,5.2,47.49,14.80,NA,62.29,0.45,species,original.values,0.1717,species,,
2419,Madagascar3,Euphorbia_stenoclada,Euphorbia,Euphorbiaceae,7.066479473,3.2,11.05,3.55,NA,14.60,0.42,species,original.values,0.2157,species,,
2420,Madagascar3,Euphorbia_stenoclada,Euphorbia,Euphorbiaceae,14.80140971,6.5,33.03,27.33,NA,60.36,0.41,species,original.values,0.1042,species,,
2421,Madagascar3,Euphorbia_tirucalli,Euphorbia,Euphorbiaceae,7.098310462,4.2,6.00,3.53,NA,9.52,0.31,species,original.values,0.1446,species,,
2422,Madagascar3,Euphorbia_tirucalli,Euphorbia,Euphorbiaceae,11.14084602,5.3,18.81,11.29,NA,30.10,0.37,species,original.values,0.1251,species,,
2423,Madagascar3,Grewia_sp,Grewia,Malvaceae,5.570423008,5.4,9.28,4.77,NA,14.06,0.78,species,original.values,0.1072,genus,,
2424,Madagascar3,Grewia_sp,Grewia,Malvaceae,6.843662553,6.1,7.45,8.72,NA,16.18,0.74,species,original.values,0.0770,genus,,
2425,Madagascar3,Grewia_sp,Grewia,Malvaceae,7.639437268,6.1,11.14,8.98,NA,20.13,0.78,species,original.values,0.0722,genus,,
2426,Madagascar3,Gyrocarpus_americanus,Gyrocarpus,Hernandiaceae,5.665915974,4.2,0.48,1.88,NA,2.36,0.31,species,original.values,0.0573,species,,
2427,Madagascar3,Gyrocarpus_americanus,Gyrocarpus,Hernandiaceae,6.620845633,4.9,1.25,3.46,NA,4.71,0.28,species,original.values,0.0788,species,,
2428,Madagascar3,Gyrocarpus_americanus,Gyrocarpus,Hernandiaceae,6.939155519,6.1,2.58,4.32,NA,6.90,0.34,species,original.values,0.0688,species,,
2429,Madagascar3,Gyrocarpus_americanus,Gyrocarpus,Hernandiaceae,9.867606472,5.6,5.99,4.74,NA,10.74,0.36,species,original.values,0.0551,species,,
2430,Madagascar3,Gyrocarpus_americanus,Gyrocarpus,Hernandiaceae,10.18591636,5.6,3.78,7.93,NA,11.72,0.31,species,original.values,0.0660,species,,
2431,Madagascar3,Gyrocarpus_americanus,Gyrocarpus,Hernandiaceae,13.84648005,7.0,10.55,14.36,NA,24.91,0.29,species,original.values,0.0630,species,,
